country,cotas,resultado_cota,allocated_completes,CR_preenchido,Pessoas_Para_Recrutar
AR,"('age_group', 'SEL', 'Gender', 'Region')","('30to34', 'C2', 'Male', 'Noroeste')",1,0.8421052631578947368421052632,2
AR,"('age_group', 'SEL', 'Gender', 'Region')","('30to34', 'C2', 'Male', 'Provincia de Buenos Aires')",1,0.75,2
AR,"('age_group', 'SEL', 'Gender', 'Region')","('30to34', 'C3', 'Female', 'Centro')",3,0.7866666666666666666666666667,4
AR,"('age_group', 'SEL', 'Gender', 'Region')","('30to34', 'C3', 'Female', 'Ciudad de Buenos Aires')",3,0.7633262260127931769722814499,4
AR,"('age_group', 'SEL', 'Gender', 'Region')","('30to34', 'C3', 'Female', 'Cuyo')",2,0.6829268292682926829268292683,3
AR,"('age_group', 'SEL', 'Gender', 'Region')","('30to34', 'C3', 'Female', 'GBA')",3,0.8075313807531380753138075314,4
AR,"('age_group', 'SEL', 'Gender', 'Region')","('30to34', 'C3', 'Female', 'Noreste')",2,0.7442922374429223744292237443,3
AR,"('age_group', 'SEL', 'Gender', 'Region')","('30to34', 'C3', 'Female', 'Noroeste')",1,0.7548387096774193548387096774,2
AR,"('age_group', 'SEL', 'Gender', 'Region')","('30to34', 'C3', 'Female', 'Patagonia')",1,0.8155339805825242718446601942,2
AR,"('age_group', 'SEL', 'Gender', 'Region')","('30to34', 'C3', 'Female', 'Provincia de Buenos Aires')",2,0.7293233082706766917293233083,3
AR,"('age_group', 'SEL', 'Gender', 'Region')","('30to34', 'C3', 'Male', 'Centro')",2,0.7782026768642447418738049713,3
AR,"('age_group', 'SEL', 'Gender', 'Region')","('30to34', 'C3', 'Male', 'Ciudad de Buenos Aires')",2,0.7608695652173913043478260870,3
AR,"('age_group', 'SEL', 'Gender', 'Region')","('30to34', 'C3', 'Male', 'Cuyo')",1,0.7936507936507936507936507937,2
AR,"('age_group', 'SEL', 'Gender', 'Region')","('30to34', 'C3', 'Male', 'GBA')",2,0.8385744234800838574423480084,3
AR,"('age_group', 'SEL', 'Gender', 'Region')","('30to34', 'C3', 'Male', 'Noreste')",1,0.6709677419354838709677419355,2
AR,"('age_group', 'SEL', 'Gender', 'Region')","('30to34', 'C3', 'Male', 'Noroeste')",1,0.6826923076923076923076923077,2
AR,"('age_group', 'SEL', 'Gender', 'Region')","('30to34', 'C3', 'Male', 'Patagonia')",1,0.78,2
AR,"('age_group', 'SEL', 'Gender', 'Region')","('30to34', 'C3', 'Male', 'Provincia de Buenos Aires')",1,0.6952380952380952380952380952,2
AR,"('age_group', 'SEL', 'Gender', 'Region')","('30to34', 'D1', 'Female', 'Centro')",4,0.7953367875647668393782383420,6
AR,"('age_group', 'SEL', 'Gender', 'Region')","('30to34', 'D1', 'Female', 'Ciudad de Buenos Aires')",3,0.6524590163934426229508196721,5
AR,"('age_group', 'SEL', 'Gender', 'Region')","('30to34', 'D1', 'Female', 'Cuyo')",2,0.7846153846153846153846153846,3
AR,"('age_group', 'SEL', 'Gender', 'Region')","('30to34', 'D1', 'Female', 'GBA')",3,0.7206982543640897755610972569,5
AR,"('age_group', 'SEL', 'Gender', 'Region')","('30to34', 'D1', 'Female', 'Noreste')",3,0.6829268292682926829268292683,5
AR,"('age_group', 'SEL', 'Gender', 'Region')","('30to34', 'D1', 'Female', 'Noroeste')",2,0.6,4
AR,"('age_group', 'SEL', 'Gender', 'Region')","('30to34', 'D1', 'Female', 'Patagonia')",1,0.7572815533980582524271844660,2
AR,"('age_group', 'SEL', 'Gender', 'Region')","('30to34', 'D1', 'Female', 'Provincia de Buenos Aires')",2,0.6504065040650406504065040650,4
AR,"('age_group', 'SEL', 'Gender', 'Region')","('30to34', 'D1', 'Male', 'Centro')",2,0.7169811320754716981132075472,3
AR,"('age_group', 'SEL', 'Gender', 'Region')","('30to34', 'D1', 'Male', 'Ciudad de Buenos Aires')",3,0.6336633663366336633663366337,5
AR,"('age_group', 'SEL', 'Gender', 'Region')","('30to34', 'D1', 'Male', 'Cuyo')",1,0.7923076923076923076923076923,2
AR,"('age_group', 'SEL', 'Gender', 'Region')","('30to34', 'D1', 'Male', 'GBA')",1,0.6992481203007518796992481203,2
AR,"('age_group', 'SEL', 'Gender', 'Region')","('30to34', 'D1', 'Male', 'Noreste')",2,0.7173913043478260869565217391,3
AR,"('age_group', 'SEL', 'Gender', 'Region')","('30to34', 'D1', 'Male', 'Noroeste')",1,0.7425149700598802395209580838,2
AR,"('age_group', 'SEL', 'Gender', 'Region')","('30to34', 'D1', 'Male', 'Patagonia')",1,0.7413793103448275862068965517,2
AR,"('age_group', 'SEL', 'Gender', 'Region')","('30to34', 'D1', 'Male', 'Provincia de Buenos Aires')",2,0.6952380952380952380952380952,3
AR,"('age_group', 'SEL', 'Gender', 'Region')","('30to34', 'D2E', 'Female', 'Centro')",5,0.6901763224181360201511335013,8
AR,"('age_group', 'SEL', 'Gender', 'Region')","('30to34', 'D2E', 'Female', 'Ciudad de Buenos Aires')",3,0.5917431192660550458715596330,6
AR,"('age_group', 'SEL', 'Gender', 'Region')","('30to34', 'D2E', 'Female', 'Cuyo')",2,0.6048387096774193548387096774,4
AR,"('age_group', 'SEL', 'Gender', 'Region')","('30to34', 'D2E', 'Female', 'GBA')",2,0.6666666666666666666666666667,3
AR,"('age_group', 'SEL', 'Gender', 'Region')","('30to34', 'D2E', 'Female', 'Noreste')",4,0.6290322580645161290322580645,7
AR,"('age_group', 'SEL', 'Gender', 'Region')","('30to34', 'D2E', 'Female', 'Noroeste')",2,0.5396825396825396825396825397,4
AR,"('age_group', 'SEL', 'Gender', 'Region')","('30to34', 'D2E', 'Female', 'Patagonia')",1,0.725,2
AR,"('age_group', 'SEL', 'Gender', 'Region')","('30to34', 'D2E', 'Female', 'Provincia de Buenos Aires')",1,0.65,2
AR,"('age_group', 'SEL', 'Gender', 'Region')","('30to34', 'D2E', 'Male', 'Centro')",3,0.7081339712918660287081339713,5
AR,"('age_group', 'SEL', 'Gender', 'Region')","('30to34', 'D2E', 'Male', 'Ciudad de Buenos Aires')",3,0.648,5
AR,"('age_group', 'SEL', 'Gender', 'Region')","('30to34', 'D2E', 'Male', 'Cuyo')",1,0.6721311475409836065573770492,2
AR,"('age_group', 'SEL', 'Gender', 'Region')","('30to34', 'D2E', 'Male', 'GBA')",2,0.6506024096385542168674698795,4
AR,"('age_group', 'SEL', 'Gender', 'Region')","('30to34', 'D2E', 'Male', 'Noreste')",3,0.6392694063926940639269406393,5
AR,"('age_group', 'SEL', 'Gender', 'Region')","('30to34', 'D2E', 'Male', 'Noroeste')",2,0.4666666666666666666666666667,5
AR,"('age_group', 'SEL', 'Gender', 'Region')","('30to34', 'D2E', 'Male', 'Patagonia')",1,0.6511627906976744186046511628,2
AR,"('age_group', 'SEL', 'Gender', 'Region')","('30to34', 'D2E', 'Male', 'Provincia de Buenos Aires')",1,0.6463414634146341463414634146,2
AR,"('age_group', 'SEL', 'Gender', 'Region')","('35to39', 'ABC1', 'Female', 'Centro')",1,0.7790697674418604651162790698,2
AR,"('age_group', 'SEL', 'Gender', 'Region')","('35to39', 'ABC1', 'Female', 'Ciudad de Buenos Aires')",1,0.7962962962962962962962962963,2
AR,"('age_group', 'SEL', 'Gender', 'Region')","('35to39', 'ABC1', 'Female', 'GBA')",1,0.7532467532467532467532467532,2
AR,"('age_group', 'SEL', 'Gender', 'Region')","('35to39', 'ABC1', 'Male', 'Centro')",1,0.7505882352941176470588235294,2
AR,"('age_group', 'SEL', 'Gender', 'Region')","('35to39', 'ABC1', 'Male', 'Ciudad de Buenos Aires')",2,0.8313008130081300813008130081,3
AR,"('age_group', 'SEL', 'Gender', 'Region')","('35to39', 'C2', 'Female', 'Centro')",2,0.7830508474576271186440677966,3
AR,"('age_group', 'SEL', 'Gender', 'Region')","('35to39', 'C2', 'Female', 'Ciudad de Buenos Aires')",2,0.8152866242038216560509554140,3
AR,"('age_group', 'SEL', 'Gender', 'Region')","('35to39', 'C2', 'Female', 'Cuyo')",1,0.7708333333333333333333333333,2
AR,"('age_group', 'SEL', 'Gender', 'Region')","('35to39', 'C2', 'Female', 'GBA')",2,0.7542533081285444234404536862,3
AR,"('age_group', 'SEL', 'Gender', 'Region')","('35to39', 'C2', 'Female', 'Noreste')",1,0.8157894736842105263157894737,2
AR,"('age_group', 'SEL', 'Gender', 'Region')","('35to39', 'C2', 'Female', 'Noroeste')",1,0.7702127659574468085106382979,2
AR,"('age_group', 'SEL', 'Gender', 'Region')","('35to39', 'C2', 'Female', 'Provincia de Buenos Aires')",1,0.6,2
AR,"('age_group', 'SEL', 'Gender', 'Region')","('35to39', 'C2', 'Male', 'Centro')",1,0.8880866425992779783393501805,2
AR,"('age_group', 'SEL', 'Gender', 'Region')","('35to39', 'C2', 'Male', 'Ciudad de Buenos Aires')",1,0.7894736842105263157894736842,2
AR,"('age_group', 'SEL', 'Gender', 'Region')","('35to39', 'C2', 'Male', 'GBA')",1,0.8173076923076923076923076923,2
AR,"('age_group', 'SEL', 'Gender', 'Region')","('35to39', 'C2', 'Male', 'Noroeste')",1,0.7368421052631578947368421053,2
AR,"('age_group', 'SEL', 'Gender', 'Region')","('35to39', 'C2', 'Male', 'Provincia de Buenos Aires')",1,0.8333333333333333333333333333,2
AR,"('age_group', 'SEL', 'Gender', 'Region')","('35to39', 'C3', 'Female', 'Centro')",3,0.7617449664429530201342281879,4
AR,"('age_group', 'SEL', 'Gender', 'Region')","('35to39', 'C3', 'Female', 'Ciudad de Buenos Aires')",2,0.8259385665529010238907849829,3
AR,"('age_group', 'SEL', 'Gender', 'Region')","('35to39', 'C3', 'Female', 'Cuyo')",1,0.7352941176470588235294117647,2
AR,"('age_group', 'SEL', 'Gender', 'Region')","('35to39', 'C3', 'Female', 'GBA')",3,0.8192982456140350877192982456,4
AR,"('age_group', 'SEL', 'Gender', 'Region')","('35to39', 'C3', 'Female', 'Noreste')",2,0.7591240875912408759124087591,3
AR,"('age_group', 'SEL', 'Gender', 'Region')","('35to39', 'C3', 'Female', 'Noroeste')",1,0.7448275862068965517241379310,2
AR,"('age_group', 'SEL', 'Gender', 'Region')","('35to39', 'C3', 'Female', 'Patagonia')",1,0.75,2
AR,"('age_group', 'SEL', 'Gender', 'Region')","('35to39', 'C3', 'Female', 'Provincia de Buenos Aires')",2,0.7604166666666666666666666667,3
AR,"('age_group', 'SEL', 'Gender', 'Region')","('35to39', 'C3', 'Male', 'Centro')",2,0.7900552486187845303867403315,3
AR,"('age_group', 'SEL', 'Gender', 'Region')","('35to39', 'C3', 'Male', 'Ciudad de Buenos Aires')",1,0.8210227272727272727272727273,2
AR,"('age_group', 'SEL', 'Gender', 'Region')","('35to39', 'C3', 'Male', 'Cuyo')",1,0.6153846153846153846153846154,2
AR,"('age_group', 'SEL', 'Gender', 'Region')","('35to39', 'C3', 'Male', 'GBA')",2,0.8359133126934984520123839009,3
AR,"('age_group', 'SEL', 'Gender', 'Region')","('35to39', 'C3', 'Male', 'Noreste')",1,0.7755102040816326530612244898,2
AR,"('age_group', 'SEL', 'Gender', 'Region')","('35to39', 'C3', 'Male', 'Noroeste')",1,0.7284768211920529801324503311,2
AR,"('age_group', 'SEL', 'Gender', 'Region')","('35to39', 'C3', 'Male', 'Patagonia')",1,0.6,2
AR,"('age_group', 'SEL', 'Gender', 'Region')","('35to39', 'C3', 'Male', 'Provincia de Buenos Aires')",1,0.7962962962962962962962962963,2
AR,"('age_group', 'SEL', 'Gender', 'Region')","('35to39', 'D1', 'Female', 'Centro')",3,0.7492877492877492877492877493,5
AR,"('age_group', 'SEL', 'Gender', 'Region')","('35to39', 'D1', 'Female', 'Ciudad de Buenos Aires')",3,0.71875,5
AR,"('age_group', 'SEL', 'Gender', 'Region')","('35to39', 'D1', 'Female', 'Cuyo')",1,0.6904761904761904761904761905,2
AR,"('age_group', 'SEL', 'Gender', 'Region')","('35to39', 'D1', 'Female', 'GBA')",3,0.7943925233644859813084112150,4
AR,"('age_group', 'SEL', 'Gender', 'Region')","('35to39', 'D1', 'Female', 'Noreste')",2,0.6859504132231404958677685950,3
AR,"('age_group', 'SEL', 'Gender', 'Region')","('35to39', 'D1', 'Female', 'Noroeste')",1,0.6707317073170731707317073171,2
AR,"('age_group', 'SEL', 'Gender', 'Region')","('35to39', 'D1', 'Female', 'Patagonia')",1,0.7402597402597402597402597403,2
AR,"('age_group', 'SEL', 'Gender', 'Region')","('35to39', 'D1', 'Female', 'Provincia de Buenos Aires')",1,0.703125,2
AR,"('age_group', 'SEL', 'Gender', 'Region')","('35to39', 'D1', 'Male', 'Centro')",2,0.7222222222222222222222222222,3
AR,"('age_group', 'SEL', 'Gender', 'Region')","('35to39', 'D1', 'Male', 'Ciudad de Buenos Aires')",2,0.6756756756756756756756756757,3
AR,"('age_group', 'SEL', 'Gender', 'Region')","('35to39', 'D1', 'Male', 'Cuyo')",1,0.7169811320754716981132075472,2
AR,"('age_group', 'SEL', 'Gender', 'Region')","('35to39', 'D1', 'Male', 'GBA')",2,0.8018018018018018018018018018,3
AR,"('age_group', 'SEL', 'Gender', 'Region')","('35to39', 'D1', 'Male', 'Noreste')",2,0.7748344370860927152317880795,3
AR,"('age_group', 'SEL', 'Gender', 'Region')","('35to39', 'D1', 'Male', 'Noroeste')",1,0.7075471698113207547169811321,2
AR,"('age_group', 'SEL', 'Gender', 'Region')","('35to39', 'D1', 'Male', 'Patagonia')",1,0.6829268292682926829268292683,2
AR,"('age_group', 'SEL', 'Gender', 'Region')","('35to39', 'D1', 'Male', 'Provincia de Buenos Aires')",1,0.7428571428571428571428571429,2
AR,"('age_group', 'SEL', 'Gender', 'Region')","('35to39', 'D2E', 'Female', 'Centro')",3,0.6363636363636363636363636364,5
AR,"('age_group', 'SEL', 'Gender', 'Region')","('35to39', 'D2E', 'Female', 'Ciudad de Buenos Aires')",3,0.5867346938775510204081632653,6
AR,"('age_group', 'SEL', 'Gender', 'Region')","('35to39', 'D2E', 'Female', 'Cuyo')",1,0.6728971962616822429906542056,2
AR,"('age_group', 'SEL', 'Gender', 'Region')","('35to39', 'D2E', 'Female', 'GBA')",2,0.765625,3
AR,"('age_group', 'SEL', 'Gender', 'Region')","('35to39', 'D2E', 'Female', 'Noreste')",3,0.6827586206896551724137931034,5
AR,"('age_group', 'SEL', 'Gender', 'Region')","('35to39', 'D2E', 'Female', 'Noroeste')",1,0.6086956521739130434782608696,2
AR,"('age_group', 'SEL', 'Gender', 'Region')","('35to39', 'D2E', 'Female', 'Patagonia')",1,0.5172413793103448275862068966,2
AR,"('age_group', 'SEL', 'Gender', 'Region')","('35to39', 'D2E', 'Female', 'Provincia de Buenos Aires')",1,0.625,2
AR,"('age_group', 'SEL', 'Gender', 'Region')","('35to39', 'D2E', 'Male', 'Centro')",2,0.6666666666666666666666666667,3
AR,"('age_group', 'SEL', 'Gender', 'Region')","('35to39', 'D2E', 'Male', 'Ciudad de Buenos Aires')",1,0.6666666666666666666666666667,2
AR,"('age_group', 'SEL', 'Gender', 'Region')","('35to39', 'D2E', 'Male', 'Cuyo')",1,0.6271186440677966101694915254,2
AR,"('age_group', 'SEL', 'Gender', 'Region')","('35to39', 'D2E', 'Male', 'GBA')",1,0.6428571428571428571428571429,2
AR,"('age_group', 'SEL', 'Gender', 'Region')","('35to39', 'D2E', 'Male', 'Noreste')",2,0.7263157894736842105263157895,3
AR,"('age_group', 'SEL', 'Gender', 'Region')","('35to39', 'D2E', 'Male', 'Noroeste')",1,0.625,2
AR,"('age_group', 'SEL', 'Gender', 'Region')","('35to39', 'D2E', 'Male', 'Provincia de Buenos Aires')",1,0.775,2
AR,"('age_group', 'SEL', 'Gender', 'Region')","('40to44', 'ABC1', 'Female', 'Centro')",1,0.8068965517241379310344827586,2
AR,"('age_group', 'SEL', 'Gender', 'Region')","('40to44', 'ABC1', 'Female', 'Ciudad de Buenos Aires')",1,0.8127962085308056872037914692,2
AR,"('age_group', 'SEL', 'Gender', 'Region')","('40to44', 'ABC1', 'Female', 'GBA')",1,0.8243902439024390243902439024,2
AR,"('age_group', 'SEL', 'Gender', 'Region')","('40to44', 'ABC1', 'Female', 'Provincia de Buenos Aires')",1,0.76,2
AR,"('age_group', 'SEL', 'Gender', 'Region')","('40to44', 'ABC1', 'Male', 'Centro')",1,0.7769230769230769230769230769,2
AR,"('age_group', 'SEL', 'Gender', 'Region')","('40to44', 'ABC1', 'Male', 'Ciudad de Buenos Aires')",1,0.7420289855072463768115942029,2
AR,"('age_group', 'SEL', 'Gender', 'Region')","('40to44', 'ABC1', 'Male', 'GBA')",1,0.8333333333333333333333333333,2
AR,"('age_group', 'SEL', 'Gender', 'Region')","('40to44', 'C2', 'Female', 'Centro')",2,0.7428571428571428571428571429,3
AR,"('age_group', 'SEL', 'Gender', 'Region')","('40to44', 'C2', 'Female', 'Ciudad de Buenos Aires')",2,0.7824497257769652650822669104,3
AR,"('age_group', 'SEL', 'Gender', 'Region')","('40to44', 'C2', 'Female', 'GBA')",1,0.8108108108108108108108108108,2
AR,"('age_group', 'SEL', 'Gender', 'Region')","('40to44', 'C2', 'Female', 'Provincia de Buenos Aires')",1,0.7364620938628158844765342960,2
AR,"('age_group', 'SEL', 'Gender', 'Region')","('40to44', 'C2', 'Male', 'Centro')",1,0.8653846153846153846153846154,2
AR,"('age_group', 'SEL', 'Gender', 'Region')","('40to44', 'C2', 'Male', 'Ciudad de Buenos Aires')",1,0.8113207547169811320754716981,2
AR,"('age_group', 'SEL', 'Gender', 'Region')","('40to44', 'C2', 'Male', 'GBA')",1,0.7919254658385093167701863354,2
AR,"('age_group', 'SEL', 'Gender', 'Region')","('40to44', 'C3', 'Female', 'Centro')",2,0.7981651376146788990825688073,3
AR,"('age_group', 'SEL', 'Gender', 'Region')","('40to44', 'C3', 'Female', 'Ciudad de Buenos Aires')",2,0.8128544423440453686200378072,3
AR,"('age_group', 'SEL', 'Gender', 'Region')","('40to44', 'C3', 'Female', 'Cuyo')",1,0.7318007662835249042145593870,2
AR,"('age_group', 'SEL', 'Gender', 'Region')","('40to44', 'C3', 'Female', 'GBA')",3,0.8068862275449101796407185629,4
AR,"('age_group', 'SEL', 'Gender', 'Region')","('40to44', 'C3', 'Female', 'Noreste')",1,0.7857142857142857142857142857,2
AR,"('age_group', 'SEL', 'Gender', 'Region')","('40to44', 'C3', 'Female', 'Noroeste')",1,0.6962962962962962962962962963,2
AR,"('age_group', 'SEL', 'Gender', 'Region')","('40to44', 'C3', 'Female', 'Patagonia')",1,0.6951219512195121951219512195,2
AR,"('age_group', 'SEL', 'Gender', 'Region')","('40to44', 'C3', 'Female', 'Provincia de Buenos Aires')",2,0.7326388888888888888888888889,3
AR,"('age_group', 'SEL', 'Gender', 'Region')","('40to44', 'C3', 'Male', 'Centro')",1,0.8059071729957805907172995781,2
AR,"('age_group', 'SEL', 'Gender', 'Region')","('40to44', 'C3', 'Male', 'Ciudad de Buenos Aires')",1,0.7713178294573643410852713178,2
AR,"('age_group', 'SEL', 'Gender', 'Region')","('40to44', 'C3', 'Male', 'Cuyo')",1,0.7974683544303797468354430380,2
AR,"('age_group', 'SEL', 'Gender', 'Region')","('40to44', 'C3', 'Male', 'GBA')",1,0.7553516819571865443425076453,2
AR,"('age_group', 'SEL', 'Gender', 'Region')","('40to44', 'C3', 'Male', 'Noreste')",1,0.7910447761194029850746268657,2
AR,"('age_group', 'SEL', 'Gender', 'Region')","('40to44', 'C3', 'Male', 'Noroeste')",1,0.8443113772455089820359281437,2
AR,"('age_group', 'SEL', 'Gender', 'Region')","('40to44', 'C3', 'Male', 'Provincia de Buenos Aires')",1,0.8,2
AR,"('age_group', 'SEL', 'Gender', 'Region')","('40to44', 'D1', 'Female', 'Centro')",3,0.7715517241379310344827586207,4
AR,"('age_group', 'SEL', 'Gender', 'Region')","('40to44', 'D1', 'Female', 'Ciudad de Buenos Aires')",2,0.7216828478964401294498381877,3
AR,"('age_group', 'SEL', 'Gender', 'Region')","('40to44', 'D1', 'Female', 'Cuyo')",1,0.7482014388489208633093525180,2
AR,"('age_group', 'SEL', 'Gender', 'Region')","('40to44', 'D1', 'Female', 'GBA')",3,0.7514970059880239520958083832,4
AR,"('age_group', 'SEL', 'Gender', 'Region')","('40to44', 'D1', 'Female', 'Noreste')",1,0.7251908396946564885496183206,2
AR,"('age_group', 'SEL', 'Gender', 'Region')","('40to44', 'D1', 'Female', 'Noroeste')",1,0.6363636363636363636363636364,2
AR,"('age_group', 'SEL', 'Gender', 'Region')","('40to44', 'D1', 'Female', 'Patagonia')",1,0.6296296296296296296296296296,2
AR,"('age_group', 'SEL', 'Gender', 'Region')","('40to44', 'D1', 'Female', 'Provincia de Buenos Aires')",2,0.7142857142857142857142857143,3
AR,"('age_group', 'SEL', 'Gender', 'Region')","('40to44', 'D1', 'Male', 'Centro')",2,0.7377049180327868852459016393,3
AR,"('age_group', 'SEL', 'Gender', 'Region')","('40to44', 'D1', 'Male', 'Ciudad de Buenos Aires')",1,0.7191780821917808219178082192,2
AR,"('age_group', 'SEL', 'Gender', 'Region')","('40to44', 'D1', 'Male', 'Cuyo')",1,0.4848484848484848484848484848,3
AR,"('age_group', 'SEL', 'Gender', 'Region')","('40to44', 'D1', 'Male', 'GBA')",2,0.8007518796992481203007518797,3
AR,"('age_group', 'SEL', 'Gender', 'Region')","('40to44', 'D1', 'Male', 'Noroeste')",1,0.8029197080291970802919708029,2
AR,"('age_group', 'SEL', 'Gender', 'Region')","('40to44', 'D1', 'Male', 'Patagonia')",1,0.7333333333333333333333333333,2
AR,"('age_group', 'SEL', 'Gender', 'Region')","('40to44', 'D1', 'Male', 'Provincia de Buenos Aires')",1,0.7954545454545454545454545455,2
AR,"('age_group', 'SEL', 'Gender', 'Region')","('40to44', 'D2E', 'Female', 'Centro')",2,0.625,4
AR,"('age_group', 'SEL', 'Gender', 'Region')","('40to44', 'D2E', 'Female', 'Ciudad de Buenos Aires')",2,0.5631067961165048543689320388,4
AR,"('age_group', 'SEL', 'Gender', 'Region')","('40to44', 'D2E', 'Female', 'Cuyo')",1,0.5,2
AR,"('age_group', 'SEL', 'Gender', 'Region')","('40to44', 'D2E', 'Female', 'GBA')",1,0.71875,2
AR,"('age_group', 'SEL', 'Gender', 'Region')","('40to44', 'D2E', 'Female', 'Noreste')",2,0.6916666666666666666666666667,3
AR,"('age_group', 'SEL', 'Gender', 'Region')","('40to44', 'D2E', 'Female', 'Noroeste')",1,0.6938775510204081632653061224,2
AR,"('age_group', 'SEL', 'Gender', 'Region')","('40to44', 'D2E', 'Female', 'Provincia de Buenos Aires')",1,0.7719298245614035087719298246,2
AR,"('age_group', 'SEL', 'Gender', 'Region')","('40to44', 'D2E', 'Male', 'Centro')",1,0.7756410256410256410256410256,2
AR,"('age_group', 'SEL', 'Gender', 'Region')","('40to44', 'D2E', 'Male', 'Ciudad de Buenos Aires')",1,0.7313432835820895522388059701,2
AR,"('age_group', 'SEL', 'Gender', 'Region')","('40to44', 'D2E', 'Male', 'Cuyo')",1,0.6,2
AR,"('age_group', 'SEL', 'Gender', 'Region')","('40to44', 'D2E', 'Male', 'GBA')",1,0.5957446808510638297872340426,2
AR,"('age_group', 'SEL', 'Gender', 'Region')","('40to44', 'D2E', 'Male', 'Noreste')",1,0.6705882352941176470588235294,2
AR,"('age_group', 'SEL', 'Gender', 'Region')","('40to44', 'D2E', 'Male', 'Noroeste')",1,0.3888888888888888888888888889,3
AR,"('age_group', 'SEL', 'Gender', 'Region')","('40to44', 'D2E', 'Male', 'Patagonia')",1,0.6410256410256410256410256410,2
AR,"('age_group', 'SEL', 'Gender', 'Region')","('40to44', 'D2E', 'Male', 'Provincia de Buenos Aires')",1,0.6341463414634146341463414634,2
AR,"('age_group', 'SEL', 'Gender', 'Region')","('45to49', 'ABC1', 'Female', 'Centro')",1,0.8226415094339622641509433962,2
AR,"('age_group', 'SEL', 'Gender', 'Region')","('45to49', 'ABC1', 'Female', 'Ciudad de Buenos Aires')",1,0.7698744769874476987447698745,2
AR,"('age_group', 'SEL', 'Gender', 'Region')","('45to49', 'ABC1', 'Female', 'GBA')",2,0.8046875,3
AR,"('age_group', 'SEL', 'Gender', 'Region')","('45to49', 'ABC1', 'Male', 'Centro')",1,0.8185654008438818565400843882,2
AR,"('age_group', 'SEL', 'Gender', 'Region')","('45to49', 'ABC1', 'Male', 'Ciudad de Buenos Aires')",1,0.7553017944535073409461663948,2
AR,"('age_group', 'SEL', 'Gender', 'Region')","('45to49', 'ABC1', 'Male', 'GBA')",1,0.7772020725388601036269430052,2
AR,"('age_group', 'SEL', 'Gender', 'Region')","('45to49', 'C2', 'Female', 'Centro')",1,0.7470588235294117647058823529,2
AR,"('age_group', 'SEL', 'Gender', 'Region')","('45to49', 'C2', 'Female', 'Ciudad de Buenos Aires')",1,0.7633587786259541984732824427,2
AR,"('age_group', 'SEL', 'Gender', 'Region')","('45to49', 'C2', 'Female', 'Cuyo')",1,0.6603773584905660377358490566,2
AR,"('age_group', 'SEL', 'Gender', 'Region')","('45to49', 'C2', 'Female', 'GBA')",1,0.7808564231738035264483627204,2
AR,"('age_group', 'SEL', 'Gender', 'Region')","('45to49', 'C2', 'Female', 'Noreste')",1,0.7682119205298013245033112583,2
AR,"('age_group', 'SEL', 'Gender', 'Region')","('45to49', 'C2', 'Female', 'Provincia de Buenos Aires')",1,0.7555555555555555555555555556,2
AR,"('age_group', 'SEL', 'Gender', 'Region')","('45to49', 'C2', 'Male', 'Centro')",1,0.8205128205128205128205128205,2
AR,"('age_group', 'SEL', 'Gender', 'Region')","('45to49', 'C2', 'Male', 'Ciudad de Buenos Aires')",1,0.8227848101265822784810126582,2
AR,"('age_group', 'SEL', 'Gender', 'Region')","('45to49', 'C2', 'Male', 'GBA')",1,0.6629213483146067415730337079,2
AR,"('age_group', 'SEL', 'Gender', 'Region')","('45to49', 'C3', 'Female', 'Centro')",2,0.7904761904761904761904761905,3
AR,"('age_group', 'SEL', 'Gender', 'Region')","('45to49', 'C3', 'Female', 'Ciudad de Buenos Aires')",1,0.7846715328467153284671532847,2
AR,"('age_group', 'SEL', 'Gender', 'Region')","('45to49', 'C3', 'Female', 'Cuyo')",1,0.7319587628865979381443298969,2
AR,"('age_group', 'SEL', 'Gender', 'Region')","('45to49', 'C3', 'Female', 'GBA')",2,0.7783132530120481927710843373,3
AR,"('age_group', 'SEL', 'Gender', 'Region')","('45to49', 'C3', 'Female', 'Noreste')",1,0.7401574803149606299212598425,2
AR,"('age_group', 'SEL', 'Gender', 'Region')","('45to49', 'C3', 'Female', 'Noroeste')",1,0.6111111111111111111111111111,2
AR,"('age_group', 'SEL', 'Gender', 'Region')","('45to49', 'C3', 'Female', 'Patagonia')",1,0.5606060606060606060606060606,2
AR,"('age_group', 'SEL', 'Gender', 'Region')","('45to49', 'C3', 'Female', 'Provincia de Buenos Aires')",1,0.8203125,2
AR,"('age_group', 'SEL', 'Gender', 'Region')","('45to49', 'C3', 'Male', 'Centro')",2,0.7531380753138075313807531381,3
AR,"('age_group', 'SEL', 'Gender', 'Region')","('45to49', 'C3', 'Male', 'Ciudad de Buenos Aires')",1,0.7047619047619047619047619048,2
AR,"('age_group', 'SEL', 'Gender', 'Region')","('45to49', 'C3', 'Male', 'Cuyo')",1,0.824,2
AR,"('age_group', 'SEL', 'Gender', 'Region')","('45to49', 'C3', 'Male', 'GBA')",1,0.7184466019417475728155339806,2
AR,"('age_group', 'SEL', 'Gender', 'Region')","('45to49', 'C3', 'Male', 'Noroeste')",1,0.7,2
AR,"('age_group', 'SEL', 'Gender', 'Region')","('45to49', 'C3', 'Male', 'Provincia de Buenos Aires')",1,0.8058252427184466019417475728,2
